Metabolite,HMDB ID,ref,primary,recurrent
Trimethylamine N-Oxide,HMDB0000925,0.097345,1.953,6.008
trans-4-Hydroxyproline,HMDB0000725,0.090634441,16.01,11.1
Tryptophan,HMDB0000929,0.033952014,22.98,40.68
Tyrosine,HMDB0000158,0.180722892,44.98,46.78
Uridine,HMDB0000296,0.307692308,4.036,5.826
Valine,HMDB0000883,0.294695481,188.9,256.6
Urea,HMDB0000294,102.3497082,7805,8122
Glucose,HMDB0000122,22.5,5305,7141
LysoPC a C14:0,HMDB0010379,0.129568563,0.964,3.6698
LysoPC a C16:1,HMDB0010383,0.074715726,1.5044,2.6037
LysoPC a C16:0,HMDB0010382,0.108457106,59.8019,76.8259
LysoPC a C17:0,HMDB0012108,0.016448631,0.777,1.5795
LysoPC a C18:2,HMDB0010386,0.039938529,31.1032,43.8431
LysoPC a C18:1,"HMDB0002815, HMDB0010385",0.051835904,17.6252,22.2748
LysoPC a C18:0,"HMDB0010384, HMDB0011128",0.053247755,14.0793,21.6308
LysoPC a C20:4,"HMDB0010395, HMDB0010396",0.028216263,7.1871,9.0153
LysoPC a C20:3,"HMDB0010393, HMDB0010394",0.089458462,1.9993,4.6498
LysoPC a C24:0,HMDB0010405,0.037408504,0.0939,0.107
LysoPC a C26:1,HMDB0029220,0.032704833,0.0913,0.0942
LysoPC a C26:0,HMDB0029205,0.129241564,0.2738,0.3656
LysoPC a C28:1,HMDB0029221,0.051911888,0.1544,0.2164
LysoPC a C28:0,HMDB0029206,0.071471194,0.2138,0.1803
SM(OH) C14:1,HMDB0013462,0.019036975,5.5889,8.5176
SM C16:1,HMDB0240613,0.027493412,22.8889,18.8713
SM C16:0,HMDB0010169,0.10224336,119.7927,148.9585
SM(OH) C16:1,HMDB0013463,0.031493413,4.0948,5.5027
SM C18:1,"HMDB0012100, HMDB0012101",0.032976348,19.7575,12.9809
PC aa C32:2,"HMDB0007874, HMDB0008002",0.074222957,3.3484,4.9041
SM C18:0,HMDB0001348,0.127410881,35.8196,32.099
SM C20:2,HMDB0013465,0.007091955,0.583,1.1625
PC ae C36:0,"HMDB0013406, HMDB0013417",0.047689232,1.0505,1.6104
PC aa C36:6,"HMDB0008690, HMDB0007892",0.033219142,0.3976,0.9971
PC aa C36:0,"HMDB0007886, HMDB0007977",0.158568507,4.72,7.1851
SM(OH) C22:2,HMDB0013467,0.020824121,9.274,15.132
SM(OH) C22:1,HMDB0013466,0.0226994,9.0658,20.2178
PC aa C38:6,"HMDB0007991, HMDB0008083",0.054512397,56.5942,55.3257
PC aa C38:0,"HMDB0007893, HMDB0007985",0.036871645,1.9348,2.1573
PC ae C40:6,HMDB0013422,0.0358497,2.8426,3.2996
SM(OH) C24:1,HMDB0013469,0.021105628,1.5856,2.3077
PC aa C40:6,"HMDB0008057, HMDB0008089",0.047022639,13.8827,15.4659
PC aa C40:2,"HMDB0008688, HMDB0008276",0.017395148,0.2737,0.3536
PC aa C40:1,"HMDB0007993, HMDB0008052",0.019399924,0.2026,0.2352
C0,HMDB0000062,0.221574475,44.2381,41.1553
C2,HMDB0000201,0.134737917,12.2348,5.911
C3,HMDB0000824,0.082382155,0.172,0.2216
C4:1,HMDB0013126,0.024024737,0.0635,0.0576
C4,HMDB0002013,0.048601782,0.1743,0.119
C5:1,HMDB0002366,0.03047242,0.0365,0.0456
C5,HMDB0013128,0.025571368,0.0824,0.0961
C4OH,HMDB0013127,0.023670644,0.1136,0.0759
C6:1,HMDB0013161,0.02468365,0.0673,0.0747
C5OH,HMDB0013132,0.034118393,0.0618,0.0622
C8,HMDB0000791,0.031645716,0.0364,0.0676
C9,HMDB0006320,0.011006936,0.076,0.0768
C7DC,HMDB0013328,0.019987028,0.0292,0.0452
C10:2,"HMDB0241102, HMDB0241094",0.04902617,0.0764,0.06
C14,HMDB0005066,0.032047671,0.1963,0.117
C12DC,HMDB0013327,0.01480499,0.0586,0.058
C16,HMDB0000222,0.02650475,0.1276,0.1133
C18:1,HMDB0006464,0.041081458,0.1203,0.0931
PC aa C24:0,NA,0.076746964,0.1083,0.1708
PC aa C26:0,NA,0.090483268,0.5878,0.615
PC aa C28:1,"HMDB0007867, HMDB0007899",0.027761394,1.8829,3.3176
PC ae C30:2,HMDB0013410,0.028742131,0.0971,0.113
PC ae C30:1,"HMDB0013402, HMDB0013403",0.036436203,1.3485,2.2112
PC ae C30:0,HMDB0013341,0.095889034,0.2695,0.396
PC aa C30:0,"HMDB0007869, HMDB0007934, HMDB0007965",0.107922398,3.0487,5.5217
PC ae C32:2,HMDB0013411,0.038723122,0.7137,0.7725
PC ae C32:1,HMDB0013404,0.036477219,3.3189,3.2984
PC aa C32:3,"HMDB0007875, HMDB0007876, HMDB0007907, HMDB0008131, HMDB0008163, HMDB0008196",0.020284055,0.42,0.6291
PC aa C32:1,"HMDB0007872, HMDB0007873, HMDB0007904, HMDB0007969, HMDB0008001, HMDB0008032, HMDB0008064, HMDB0008097",0.058632988,15.9836,21.8837
PC aa C32:0,"HMDB0000564, HMDB0007871, HMDB0008031",0.067379825,12.926,13.4875
PC ae C34:3,HMDB0013413,0.025987929,7.4747,6.4497
PC ae C34:2,HMDB0011151,0.033407901,10.5628,12.665
PC ae C34:1,"HMDB0013412, HMDB0013424, HMDB0013426",0.037289751,7.4612,9.1228
PC ae C34:0,HMDB0013405,0.073138808,1.2968,2.2498
PC aa C34:4,"HMDB0007883, HMDB0007884, HMDB0007914, HMDB0007915, HMDB0007976, HMDB0008007, HMDB0008008, HMDB0008167, HMDB0008200, HMDB0008232, HMDB0008362, HMDB0008395, HMDB0008426, HMDB0008459",0.04203915,0.8762,3.1748
PC aa C34:3,"HMDB0007881, HMDB0007882, HMDB0007913, HMDB0007974, HMDB0007975, HMDB0008006, HMDB0008134, HMDB0008166, HMDB0008199, HMDB0008329, HMDB0008361, HMDB0008394",0.053725943,12.3839,20.1936
PC aa C34:2,"HMDB0007880, HMDB0007912, HMDB0007973, HMDB0008004, HMDB0008005, HMDB0008068, HMDB0008101, HMDB0008133, HMDB0008296, HMDB0008328",0.289445009,417.6638,473.4901
PC aa C34:1,"HMDB0007879, HMDB0007911, HMDB0007971, HMDB0007972, HMDB0008003, HMDB0008035, HMDB0008067, HMDB0008100, HMDB0008263, HMDB0008295",0.436932283,220.935,270.3805
PC ae C36:5,"HMDB0013415, HMDB0039528",0.031566944,15.1721,14.1037
PC ae C36:4,"HMDB0013407, HMDB0013435",0.025576448,20.1084,22.6862
PC ae C36:3,"HMDB0013425, HMDB0013429, HMDB0039527",0.013878051,6.9181,9.8146
PC ae C36:2,"HMDB0013418, HMDB0013428",0.022010342,10.4086,18.968
PC ae C36:1,"HMDB0013414, HMDB0013427",0.046810404,5.429,10.5009
PC aa C36:5,"HMDB0007890, HMDB0007891, HMDB0007922, HMDB0007984, HMDB0008015, HMDB0008016, HMDB0008075, HMDB0008108, HMDB0008140, HMDB0008141, HMDB0008171, HMDB0008204, HMDB0008235, HMDB0008236, HMDB0008430, HMDB0008463, HMDB0008495, HMDB0008624, HMDB0008656, HMDB0008689",0.06003711,9.441,18.2524
PC aa C36:4,"HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623",0.146384729,222.0969,282.0495
PC aa C36:3,"HMDB0007921, HMDB0007980, HMDB0007981, HMDB0008012, HMDB0008040, HMDB0008041, HMDB0008072, HMDB0008105, HMDB0008136, HMDB0008137, HMDB0008168, HMDB0008201, HMDB0008332, HMDB0008364, HMDB0008397, HMDB0008591",0.12828408,105.9366,197.2095
PC aa C36:2,"HMDB0000593, HMDB0007888, HMDB0007920, HMDB0007979, HMDB0008011, HMDB0008039, HMDB0008070, HMDB0008071, HMDB0008103, HMDB0008135, HMDB0008299, HMDB0008331, HMDB0008559, HMDB0008590",0.120641569,199.2702,319.5517
PC aa C36:1,"HMDB0007887, HMDB0007919, HMDB0007978, HMDB0008010, HMDB0008037, HMDB0008038, HMDB0008069, HMDB0008102, HMDB0008266, HMDB0008298, HMDB0008526, HMDB0008558",0.122791707,48.7895,81.9839
PC ae C38:6,HMDB0013409,0.039268071,5.8877,7.1471
PC ae C38:5,HMDB0013432,0.015499668,17.7886,19.0366
PC ae C38:4,HMDB0013420,0.033341413,13.0855,17.1636
PC ae C38:3,"HMDB0013439, HMDB0013440",0.031396641,3.4726,5.8629
PC ae C38:2,"HMDB0013431, HMDB0013436",0.040288587,3.6916,6.5247
PC ae C38:1,"HMDB0013416, HMDB0013430",0.036061232,2.8244,6.3834
PC ae C38:0,"HMDB0013408, HMDB0013419",0.02478546,1.1026,1.8768
PC aa C38:5,"HMDB0007989, HMDB0007990, HMDB0008021, HMDB0008050, HMDB0008081, HMDB0008082, HMDB0008114, HMDB0008115, HMDB0008139, HMDB0008146, HMDB0008177, HMDB0008210, HMDB0008242, HMDB0008306, HMDB0008337, HMDB0008338, HMDB0008369, HMDB0008402, HMDB0008432, HMDB0008433, HMDB0008465, HMDB0008466, HMDB0008497, HMDB0008627, HMDB0008659, HMDB0008692",0.073217935,39.2209,58.0016
PC aa C38:4,"HMDB0007988, HMDB0008048, HMDB0008049, HMDB0008079, HMDB0008080, HMDB0008112, HMDB0008113, HMDB0008145, HMDB0008176, HMDB0008209, HMDB0008241, HMDB0008273, HMDB0008304, HMDB0008305, HMDB0008336, HMDB0008367, HMDB0008368, HMDB0008400, HMDB0008401, HMDB0008431, HMDB0008464, HMDB0008626",0.070003888,98.4879,157.0821
PC aa C38:3,"HMDB0008020, HMDB0008046, HMDB0008047, HMDB0008078, HMDB0008111, HMDB0008144, HMDB0008175, HMDB0008208, HMDB0008271, HMDB0008272, HMDB0008303, HMDB0008334, HMDB0008335, HMDB0008366, HMDB0008399, HMDB0008594",0.023307923,33.2229,70.3134
SM C24:1,HMDB0012107,0.024761148,60.0018,86.3866
SM C24:0,HMDB0011697,0.048442949,17.3192,29.9054
PC aa C38:1,"HMDB0007894, HMDB0007926, HMDB0007986, HMDB0008018, HMDB0008044, HMDB0008076, HMDB0008109, HMDB0008268, HMDB0008269, HMDB0008300, HMDB0008529, HMDB0008561, HMDB0008756, HMDB0008788",0.044858595,4.5608,9.0174
PC ae C40:5,HMDB0013444,0.012250474,2.8219,2.9884
PC ae C40:4,HMDB0013442,0.026645758,1.9175,2.1877
PC ae C40:3,"HMDB0013445, HMDB0013446",0.022604663,0.8943,1.1546
PC ae C40:2,HMDB0013437,0.034316118,1.0505,1.5082
PC ae C40:1,HMDB0013433,0.017347694,1.2474,2.0531
PC aa C40:5,"HMDB0008055, HMDB0008056, HMDB0008087, HMDB0008120, HMDB0008185, HMDB0008218, HMDB0008250, HMDB0008281, HMDB0008312, HMDB0008313, HMDB0008343, HMDB0008344, HMDB0008375, HMDB0008407, HMDB0008439, HMDB0008472, HMDB0008504, HMDB0008568, HMDB0008599, HMDB0008600, HMDB0008629, HMDB0008630, HMDB0008661, HMDB0008694",0.02595683,6.0847,9.166
PC aa C40:4,"HMDB0008054, HMDB0008152, HMDB0008184, HMDB0008217, HMDB0008249, HMDB0008279, HMDB0008280, HMDB0008310, HMDB0008311, HMDB0008342, HMDB0008374, HMDB0008438, HMDB0008471, HMDB0008536, HMDB0008566, HMDB0008567, HMDB0008598, HMDB0008628, HMDB0011201",0.020534333,2.6265,4.0491
PC aa C40:3,"HMDB0008086, HMDB0008119, HMDB0008151, HMDB0008183, HMDB0008216, HMDB0008277, HMDB0008278, HMDB0008309, HMDB0008341, HMDB0008373, HMDB0008406, HMDB0008534, HMDB0008535, HMDB0008565, HMDB0008596, HMDB0008597",0.032606763,0.5024,0.804
SM C26:1,HMDB0013461,0.029265726,0.6074,0.7112
SM C26:0,HMDB0011698,0.020138284,0.2676,0.362
PC ae C42:5,HMDB0013451,0.027494009,1.1873,0.791
PC ae C42:4,"HMDB0013448, HMDB0013454",0.013327444,0.6268,0.6209
PC ae C42:3,"HMDB0013458, HMDB0013459",0.043598091,0.4642,0.577
PC ae C42:2,HMDB0013438,0.039410046,0.2891,0.4042
PC ae C42:1,"HMDB0013434, HMDB0013447",0.028761454,0.2213,0.3768
PC ae C42:0,"HMDB0013423, HMDB0013443",0.039791173,0.1361,0.1825
PC aa C42:6,"HMDB0008288, HMDB0008319, HMDB0008320, HMDB0008351, HMDB0008448, HMDB0008481, HMDB0008513, HMDB0008576, HMDB0008607, HMDB0008608, HMDB0008637, HMDB0008669, HMDB0008702, HMDB0008734",0.036007272,0.1674,0.2229
PC aa C42:5,"HMDB0008257, HMDB0008286, HMDB0008287, HMDB0008318, HMDB0008383, HMDB0008415, HMDB0008447, HMDB0008480, HMDB0008512, HMDB0008544, HMDB0008574, HMDB0008575, HMDB0008605, HMDB0008606, HMDB0008636, HMDB0008668, HMDB0008701, HMDB0008799",0.018062629,0.1542,0.2011
PC aa C42:4,"HMDB0008191, HMDB0008224, HMDB0008256, HMDB0008285, HMDB0008350, HMDB0008382, HMDB0008414, HMDB0008446, HMDB0008479, HMDB0008542, HMDB0008543, HMDB0008572, HMDB0008573, HMDB0008604, HMDB0008635, HMDB0008766, HMDB0008797, HMDB0008798",0.018635192,0.1068,0.1401
PC aa C42:2,"HMDB0008092, HMDB0008125, HMDB0008157, HMDB0008284, HMDB0008316, HMDB0008348, HMDB0008539, HMDB0008570, HMDB0008602, HMDB0008763, HMDB0008794, HMDB0008795",0.022925502,0.0824,0.0957
PC aa C42:1,"HMDB0008059, HMDB0008091, HMDB0008124, HMDB0008283, HMDB0008315, HMDB0008538, HMDB0008569, HMDB0008761, HMDB0008762, HMDB0008793",0.051658472,0.146,0.1348
PC aa C42:0,"HMDB0008058, HMDB0008282, HMDB0008537, HMDB0008760",0.033730771,0.2541,0.232
PC ae C44:6,"HMDB0013450, HMDB0013457",0.041384236,0.7507,0.5002
PC ae C44:5,HMDB0013456,0.021921277,1.0353,0.6583
PC ae C44:4,"HMDB0013453, HMDB0013455, HMDB0013460",0.021514994,0.2682,0.2329
PC ae C44:3,"HMDB0013449, HMDB0013452",0.03735123,0.0765,0.0963
Cer(d16:1/22:0),NA,0.01245368,0.0237,0.0636
Cer(d18:1/16:0),HMDB00790,0.031971261,0.4069,0.486
Cer(d18:1/18:0),HMDB00829,0.010383361,0.1178,0.1037
Cer(d18:1/22:0),HMDB04952,0.01971152,0.261,0.5378
Cer(d18:1/23:0),HMDB00950,0.026195372,0.2582,0.5573
Cer(d18:1/24:0),HMDB04956,0.015069149,0.7434,1.6305
Cer(d18:1/24:1),HMDB04953,0.032850101,0.5171,0.9835
Cer(d18:2/22:0),NA,0.010141111,0.0724,0.1191
Cer(d18:2/24:0),NA,0.010438487,0.024,0.2047
Cer(d18:2/24:1),HMDB0240680,0.014016637,0.072,0.0852
Cer(d18:0/22:0),HMDB11765,0.010760881,0.0462,0.0284
Cer(d18:0/24:1),HMDB11769,0.010843497,0.0447,0.0489
CE(14:0),HMDB06725,0.234925387,0.8509,5.279
CE(16:0),HMDB05188,0.434510441,67.5724,94.27
CE(16:1),HMDB05197,0.596334426,12.1791,16.7346
CE(18:0),HMDB10368,0.231671357,4.5698,11.4696
CE(18:1),HMDB05191,0.368040593,150.2894,264.179
CE(18:2),HMDB05192,0.510293208,544.0851,878.0603
CE(18:3),HMDB10369,0.21760017,17.4916,40.8377
CE(20:3),HMDB06736,0.111013311,10.7507,25.3083
CE(20:4),HMDB06726,0.110610352,162.6725,223.6243
CE(20:5),HMDB06731,0.512766493,5.4923,12.7082
CE(22:5),HMDB10374,0.113718202,1.2766,1.7482
CE(22:6),HMDB06733,0.063977987,9.8029,10.2724
DG(14:0_18:2),HMDB07016,0.065982033,0.0904,0.3869
DG(14:0_20:0),HMDB07020,0.128127441,1.1488,1.5137
DG(16:0_16:0),HMDB07098,0.179951284,3.6277,5.0807
DG(16:0_16:1),HMDB07099,0.027096119,0.716,0.8636
DG(16:0_18:1),HMDB07101,0.026969773,1.9505,6.5051
DG(16:0_18:2),HMDB07103,0.051116108,1.7869,4.3316
DG(16:0_20:0),HMDB07107,0.033783975,0.6143,0.6171
DG(16:1_18:1),HMDB07130,0.1582646,2.122,4.0152
DG(16:1_18:2),HMDB07132,0.096475205,0.363,0.784
DG(16:1_20:0),HMDB07136,0.074778462,0.343,0.4463
DG(17:0_17:1),NA,0.01503075,0.1595,0.097
DG(17:0_18:1),HMDB0295723,0.010862691,0.2659,0.2717
DG(18:0_20:0),HMDB07165,0.172130223,0.2274,0.1844
DG(18:1_18:1),HMDB07188,0.035594192,4.6588,12.3582
DG(18:1_18:2),HMDB07190,0.016085808,3.3784,7.0582
DG(18:1_18:3),HMDB07191,0.021209666,0.3769,0.656
DG(18:1_20:3),HMDB07197,0.01228371,0.0957,0.229
DG(18:1_20:4),HMDB07199,0.010923114,0.1715,0.2639
DG(18:1_22:6),HMDB07208,0.067383846,0.581,0.7944
DG(18:2_18:2),HMDB07248,0.03506257,3.6337,5.9695
Hex2Cer(d18:1/14:0),NA,0.006727587,0.1498,0.087
Hex2Cer(d18:1/16:0),HMDB0006750,0.014307631,2.1207,1.8959
Hex2Cer(d18:1/18:0),HMDB0011591,0.010368852,0.1471,0.1667
Hex2Cer(d18:1/20:0),HMDB0011593,0.014632859,0.0401,0.0942
Hex2Cer(d18:1/22:0),HMDB0011594,0.011890817,0.1284,0.2087
Hex2Cer(d18:1/24:0),HMDB0011595,0.075819827,0.1284,0.1218
Hex2Cer(d18:1/24:1),HMDB04872,0.012415141,0.4118,0.4986
Hex3Cer(d18:1/16:0),HMDB0004879,0.015417889,0.1765,0.1797
Hex3Cer(d18:1/18:0),HMDB0004880,0.01364177,0.0214,0.0406
Hex3Cer(d18:1/24:1),HMDB0004883,0.017051629,0.0802,0.0435
Hex3Cer(d18:1_22:0),HMDB0004882,0.013068185,0.0267,0.0696
HexCer(d16:1/22:0),NA,0.01057825,0.0909,0.0406
HexCer(d18:1/16:0),HMDB0004971,0.027938637,0.8879,1.0842
HexCer(d18:1/18:0),HMDB0004972,0.018041375,0.1417,0.2377
HexCer(d18:1/18:1), HMDB0004970,0.019324201,0.0501,0.0978
HexCer(d18:1/20:0),HMDB0004973,0.010930238,0.1538,0.1141
HexCer(d18:1/22:0),HMDB0004974,0.019114866,0.8665,0.7132
HexCer(d18:1/23:0),NA,0.010842778,0.4225,0.516
HexCer(d18:1/24:0),HMDB0004978,0.032740795,1.4789,1.809
HexCer(d18:1/24:1),     HMDB0004975,0.104481519,1.4147,1.4089
HexCer(d18:1/26:0),HMDB0004977,0.03707482,0.4396,0.5472
HexCer(d18:1/26:1),HMDB0004976,0.010503958,0.0501,0.0435
HexCer(d18:2/16:0),NA,0.010268309,0.0695,0.0638
HexCer(d18:2/18:0),NA,0.012362101,0.0588,0.029
HexCer(d18:2/20:0),NA,0.011128164,0.0321,0.0406
HexCer(d18:2/22:0),NA,0.010902962,0.1925,0.1102
HexCer(d18:2/23:0),NA,0.010698471,0.0802,0.0493
HexCer(d18:2/24:0),NA,0.019860327,0.2674,0.3073
TG(14:0_36:2),"HMDB0042081, HMDB0042138, HMDB0042166, HMDB0042284, HMDB0042312, HMDB0042340, HMDB0042341, HMDB0042370, HMDB0042371, HMDB0042399, HMDB0042458, HMDB0042514, HMDB0042573",0.118411503,2.6007,28.0747
TG(14:0_36:3),"HMDB0042133, HMDB0042139, HMDB0042167, HMDB0042174, HMDB0042291, HMDB0042318, HMDB0042346, HMDB0042376, HMDB0042423, HMDB0042520, HMDB0042521, HMDB0042544, HMDB0042579, HMDB0042603, HMDB0042668, HMDB0042754",0.035490743,4.8523,28.8031
TG(14:0_36:4),"HMDB0042082, HMDB0042140, HMDB0042146, HMDB0042175, HMDB0042313, HMDB0042319, HMDB0042347, HMDB0042354, HMDB0042377, HMDB0042384, HMDB0042429, HMDB0042526, HMDB0042550, HMDB0042551, HMDB0042609, HMDB0042633, HMDB0042691, HMDB0042760, HMDB0042761, HMDB0042784, HMDB0042813",0.032477996,2.6091,11.6924
TG(14:0_38:4),"HMDB0042142, HMDB0042170, HMDB0042176, HMDB0042205, HMDB0042343, HMDB0042349, HMDB0042373, HMDB0042379, HMDB0042407, HMDB0042414, HMDB0042430, HMDB0042431, HMDB0042528, HMDB0042552, HMDB0042586, HMDB0042610, HMDB0042611, HMDB0042634, HMDB0042693, HMDB0042762, HMDB0042785, HMDB0042814",0.032386386,0.043,0.7695
TG(14:0_38:5),"HMDB0042143, HMDB0042148, HMDB0042177, HMDB0042322, HMDB0042350, HMDB0042356, HMDB0042380, HMDB0042386, HMDB0042415, HMDB0042436, HMDB0042523, HMDB0042529, HMDB0042558, HMDB0042587, HMDB0042594, HMDB0042616, HMDB0042640, HMDB0042641, HMDB0042699, HMDB0042723, HMDB0042768, HMDB0042792, HMDB0042820, HMDB0042821, HMDB0042844, HMDB0042873",0.027660638,0.0951,0.6764
TG(16:0_32:3),"HMDB0043843, HMDB0043850, HMDB0044038, HMDB0044254",0.061681687,0.4031,3.2518
TG(16:0_34:1),"HMDB0005360, HMDB0005374, HMDB0010416, HMDB0043838, HMDB0043919, HMDB0043946, HMDB0044027, HMDB0044081, HMDB0044109",0.073625994,27.4073,122.9231
TG(16:0_34:2),"HMDB0005362, HMDB0005377, HMDB0043844, HMDB0044034, HMDB0044060, HMDB0044087, HMDB0044115, HMDB0044142, HMDB0044249",0.05963827,55.3718,133.731
TG(16:0_34:3),"HMDB0005379, HMDB0010417, HMDB0043839, HMDB0043845, HMDB0043899, HMDB0044040, HMDB0044255, HMDB0044277, HMDB0044310, HMDB0044473",0.020815804,13.8549,33.0624
TG(16:0_34:4),"HMDB0043846, HMDB0043852, HMDB0043907, HMDB0044035, HMDB0044041, HMDB0044067, HMDB0044074, HMDB0044170, HMDB0044283, HMDB0044338, HMDB0044479, HMDB0044501",0.0104627,0.9913,3.8165
TG(16:0_35:3),"HMDB0043867, HMDB0043873",0.043085731,0.5323,2.8268
TG(16:0_36:2),"HMDB0005369, HMDB0005378, HMDB0005382, HMDB0043847, HMDB0043900, HMDB0044036, HMDB0044088, HMDB0044089, HMDB0044116, HMDB0044143, HMDB0044198, HMDB0044250, HMDB0044305",0.025469161,107.3389,273.8835
TG(16:0_36:3),"HMDB0005384, HMDB0043895, HMDB0043901, HMDB0043927, HMDB0043934, HMDB0044043, HMDB0044068, HMDB0044094, HMDB0044165, HMDB0044256, HMDB0044257, HMDB0044278, HMDB0044311, HMDB0044333, HMDB0044394, HMDB0044474",0.124708397,184.9273,313.3033
TG(16:0_36:4),"HMDB0005363, HMDB0005390, HMDB0043848, HMDB0043908, HMDB0043935, HMDB0044063, HMDB0044069, HMDB0044095, HMDB0044102, HMDB0044123, HMDB0044130, HMDB0044171, HMDB0044284, HMDB0044285, HMDB0044339, HMDB0044361, HMDB0044480, HMDB0044481, HMDB0044502, HMDB0044529",0.113288811,95.3067,129.0444
TG(16:0_36:5),"HMDB0005380, HMDB0043849, HMDB0043854, HMDB0043909, HMDB0044044, HMDB0044076, HMDB0044103, HMDB0044131, HMDB0044263, HMDB0044270, HMDB0044290, HMDB0044367, HMDB0044422, HMDB0044486, HMDB0044508, HMDB0044509, HMDB0044535, HMDB0044557",0.066367242,12.8475,18.8529
TG(16:0_36:6),"HMDB0043855, HMDB0044045, HMDB0044050, HMDB0044077, HMDB0044271, HMDB0044291, HMDB0044298, HMDB0044450, HMDB0044487, HMDB0044494, HMDB0044514, HMDB0044563, HMDB0044590",0.03478223,0.4393,1.0487
TG(16:0_38:2),"HMDB0005383, HMDB0005388, HMDB0043903, HMDB0043928, HMDB0043954, HMDB0044037, HMDB0044064, HMDB0044090, HMDB0044144, HMDB0044145, HMDB0044199, HMDB0044226, HMDB0044306, HMDB0044389",0.163066427,0.5181,3.3784
TG(16:0_38:3),"HMDB0005389, HMDB0043923, HMDB0043929, HMDB0043955, HMDB0043962, HMDB0044071, HMDB0044096, HMDB0044124, HMDB0044150, HMDB0044166, HMDB0044279, HMDB0044312, HMDB0044313, HMDB0044334, HMDB0044395, HMDB0044475",0.010943996,1.5522,5.6027
TG(16:0_38:4),"HMDB0005370, HMDB0043904, HMDB0043936, HMDB0043963, HMDB0044091, HMDB0044097, HMDB0044119, HMDB0044125, HMDB0044151, HMDB0044158, HMDB0044172, HMDB0044173, HMDB0044264, HMDB0044286, HMDB0044318, HMDB0044340, HMDB0044341, HMDB0044362, HMDB0044417, HMDB0044482, HMDB0044503, HMDB0044530",0.040030309,2.5282,7.5401
TG(16:0_38:5),"HMDB0005385, HMDB0043905, HMDB0043910, HMDB0043937, HMDB0044072, HMDB0044098, HMDB0044104, HMDB0044132, HMDB0044159, HMDB0044178, HMDB0044259, HMDB0044265, HMDB0044292, HMDB0044319, HMDB0044326, HMDB0044346, HMDB0044368, HMDB0044369, HMDB0044423, HMDB0044445, HMDB0044488, HMDB0044510, HMDB0044536, HMDB0044537, HMDB0044558, HMDB0044585",0.039358849,2.8809,6.9426
